127.0.0.1 - - [09/Jul/2014:17:07:15 -0500] "GET / HTTP/1.1" 404 961
127.0.0.1 - - [09/Jul/2014:17:07:17 -0500] "GET /sdsr/home.jsp HTTP/1.1" 200 593
127.0.0.1 - - [09/Jul/2014:17:07:17 -0500] "GET /sdsr/css/foundation.css HTTP/1.1" 200 38770
127.0.0.1 - - [09/Jul/2014:17:07:18 -0500] "GET /favicon.ico HTTP/1.1" 404 983
127.0.0.1 - - [09/Jul/2014:17:07:24 -0500] "POST /sdsr/Menu HTTP/1.1" 200 593
127.0.0.1 - - [09/Jul/2014:17:07:24 -0500] "GET /favicon.ico HTTP/1.1" 404 983
127.0.0.1 - - [09/Jul/2014:17:07:28 -0500] "POST /sdsr/Menu HTTP/1.1" 200 593
127.0.0.1 - - [09/Jul/2014:17:08:21 -0500] "GET /sdsr/home.jsp HTTP/1.1" 200 593
127.0.0.1 - - [09/Jul/2014:17:08:21 -0500] "GET /sdsr/css/foundation.css HTTP/1.1" 200 38770
127.0.0.1 - - [09/Jul/2014:17:08:22 -0500] "GET /favicon.ico HTTP/1.1" 404 983
127.0.0.1 - - [09/Jul/2014:17:08:22 -0500] "GET /favicon.ico HTTP/1.1" 404 983
127.0.0.1 - - [09/Jul/2014:17:08:23 -0500] "POST /sdsr/Menu HTTP/1.1" 200 593
127.0.0.1 - - [09/Jul/2014:17:08:26 -0500] "POST /sdsr/Menu HTTP/1.1" 200 593
127.0.0.1 - - [09/Jul/2014:17:10:21 -0500] "GET /sdsr/home.jsp HTTP/1.1" 200 593
127.0.0.1 - - [09/Jul/2014:17:10:21 -0500] "GET /favicon.ico HTTP/1.1" 404 983
127.0.0.1 - - [09/Jul/2014:17:10:21 -0500] "GET /favicon.ico HTTP/1.1" 404 983
127.0.0.1 - - [09/Jul/2014:17:10:22 -0500] "POST /sdsr/Menu HTTP/1.1" 200 -
127.0.0.1 - - [09/Jul/2014:17:10:29 -0500] "POST /sdsr/Menu HTTP/1.1" 200 -
127.0.0.1 - - [09/Jul/2014:17:11:15 -0500] "GET /sdsr/home.jsp HTTP/1.1" 200 593
127.0.0.1 - - [09/Jul/2014:17:11:15 -0500] "GET /favicon.ico HTTP/1.1" 404 983
127.0.0.1 - - [09/Jul/2014:17:11:15 -0500] "GET /favicon.ico HTTP/1.1" 404 983
127.0.0.1 - - [09/Jul/2014:17:11:16 -0500] "POST /sdsr/Menu HTTP/1.1" 200 16131
127.0.0.1 - - [09/Jul/2014:17:11:18 -0500] "POST /sdsr/Menu HTTP/1.1" 200 16131
127.0.0.1 - - [09/Jul/2014:17:11:20 -0500] "POST /sdsr/Menu HTTP/1.1" 200 16131
127.0.0.1 - - [09/Jul/2014:17:11:20 -0500] "POST /sdsr/Menu HTTP/1.1" 200 16131
127.0.0.1 - - [09/Jul/2014:17:11:20 -0500] "POST /sdsr/Menu HTTP/1.1" 200 16131
127.0.0.1 - - [09/Jul/2014:17:11:21 -0500] "POST /sdsr/Menu HTTP/1.1" 200 16131
127.0.0.1 - - [09/Jul/2014:17:11:41 -0500] "GET /sdsr/home.jsp HTTP/1.1" 200 593
127.0.0.1 - - [09/Jul/2014:17:11:41 -0500] "GET /favicon.ico HTTP/1.1" 404 983
127.0.0.1 - - [09/Jul/2014:17:11:41 -0500] "GET /favicon.ico HTTP/1.1" 404 983
127.0.0.1 - - [09/Jul/2014:17:11:42 -0500] "POST /sdsr/Menu HTTP/1.1" 200 21151
127.0.0.1 - - [09/Jul/2014:17:11:43 -0500] "POST /sdsr/Menu HTTP/1.1" 200 21151
127.0.0.1 - - [09/Jul/2014:17:17:39 -0500] "GET /sdsr/home.jsp HTTP/1.1" 200 562
127.0.0.1 - - [09/Jul/2014:17:17:40 -0500] "GET /favicon.ico HTTP/1.1" 404 983
127.0.0.1 - - [09/Jul/2014:17:17:40 -0500] "GET /favicon.ico HTTP/1.1" 404 983
127.0.0.1 - - [09/Jul/2014:17:17:41 -0500] "POST /sdsr/Menu HTTP/1.1" 200 23268
127.0.0.1 - - [09/Jul/2014:17:28:37 -0500] "GET /sdsr/home.jsp HTTP/1.1" 200 609
